"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","p.value"
"184","shelter_nfi_score","mantika_label","2","Al Jabal Al Gharbi","3% (1%-6%)",NA,0.00511637114992619,0.0575424412115843,NA,NA,NA
"185","shelter_nfi_score","mantika_label","3","Al Jabal Al Gharbi","12% (7%-17%)",NA,0.0650831086538563,0.168607913161306,NA,NA,NA
"186","shelter_nfi_score","mantika_label","4","Al Jabal Al Gharbi","5% (1%-8%)",NA,0.0123693939909032,0.0791660372177276,NA,NA,NA
"187","shelter_nfi_score","mantika_label","1","Aljfara","94% (90%-99%)",NA,0.901851691038528,0.985929244586963,NA,NA,NA
"188","shelter_nfi_score","mantika_label","2","Aljfara","2% (0%-4%)",NA,-0.00365052870088728,0.0351010565890929,NA,NA,NA
"189","shelter_nfi_score","mantika_label","3","Aljfara","3% (0%-6%)",NA,-0.00224260315689189,0.0634708600477464,NA,NA,NA
"190","shelter_nfi_score","mantika_label","4","Aljfara","1% (-1%-3%)",NA,-0.00938361150884742,0.0289238911042965,NA,NA,NA
"191","shelter_nfi_score","mantika_label","1","Aljufra","100% (100%-100%)",NA,1,1,NA,NA,NA
"192","shelter_nfi_score","mantika_label","1","Alkufra","97% (94%-100%)",NA,0.944977969328339,0.996325759463373,NA,NA,NA
"193","shelter_nfi_score","mantika_label","2","Alkufra","3% (0%-5%)",NA,0.00306309180437338,0.0543827263412116,NA,NA,NA
"194","shelter_nfi_score","mantika_label","3","Alkufra","0%",NA,-0.000235983784049474,0.00148643684675335,NA,NA,NA
"195","shelter_nfi_score","mantika_label","1","Azzawya","93% (89%-98%)",NA,0.893445390289708,0.976029822381987,NA,NA,NA
"196","shelter_nfi_score","mantika_label","2","Azzawya","7% (2%-11%)",NA,0.0239701776180126,0.106554609710292,NA,NA,NA
"197","shelter_nfi_score","mantika_label","1","Benghazi","94% (91%-97%)",NA,0.913461813185291,0.972840238128132,NA,NA,NA
"198","shelter_nfi_score","mantika_label","2","Benghazi","3% (1%-5%)",NA,0.00750303453127477,0.0526655828683998,NA,NA,NA
"199","shelter_nfi_score","mantika_label","3","Benghazi","3% (1%-5%)",NA,0.00690442915074766,0.0466249021361545,NA,NA,NA
"200","shelter_nfi_score","mantika_label","1","Derna","93% (89%-97%)",NA,0.890915328501732,0.971866474740131,NA,NA,NA
"201","shelter_nfi_score","mantika_label","2","Derna","7% (2%-11%)",NA,0.0249540393487341,0.105436680877618,NA,NA,NA
"202","shelter_nfi_score","mantika_label","3","Derna","0% (0%-1%)",NA,-0.00120660640622597,0.00803408293801107,NA,NA,NA
